timems,voltage
53,0.01893310546875
220,0.01812744140625
374,0.01893310546875
528,0.019134521484375
682,0.01973876953125
837,0.020343017578125
988,0.01973876953125
1144,0.019537353515625
1300,0.020947265625
1451,0.021148681640625
1606,0.020745849609375
1766,0.020745849609375
1920,0.021954345703125
2076,0.021551513671875
2230,0.021954345703125
2387,0.02215576171875
2541,0.021148681640625
2694,0.02215576171875
2849,0.022357177734375
3005,0.025177001953125
3159,0.021954345703125
3316,0.02255859375
3469,0.021954345703125
3625,0.02255859375
3781,0.022357177734375
3937,0.022357177734375
4093,0.02255859375
4247,0.02296142578125
4402,0.023565673828125
4557,0.023162841796875
4714,0.023162841796875
4870,0.0233642578125
5023,0.023565673828125
5179,0.02296142578125
5332,0.023162841796875
5485,0.02376708984375
5642,0.023162841796875
5804,0.0233642578125
5968,0.02457275390625
6124,0.023565673828125
6278,0.023565673828125
6434,0.024169921875
6588,0.02296142578125
6744,0.02255859375
6901,0.021148681640625
7055,0.021551513671875
7222,0.0233642578125
7386,0.020343017578125
7549,0.023565673828125
7706,0.022760009765625
7860,0.02215576171875
8014,0.023565673828125
8170,0.023565673828125
8324,0.023162841796875
8480,0.028399658203125
8635,0.02255859375
8789,0.024169921875
8943,0.023162841796875
9097,0.023968505859375
9252,0.026788330078125
9405,0.023565673828125
9560,0.024169921875
9715,0.02457275390625
9868,0.024774169921875
10025,0.02376708984375
10182,0.023565673828125
10337,0.024774169921875
10493,0.024169921875
10650,0.02376708984375
10806,0.024371337890625
10964,0.024371337890625
11117,0.027392578125
11275,0.02376708984375
11432,0.024371337890625
11592,0.024371337890625
11745,0.024169921875
11903,0.02376708984375
12058,0.024169921875
12214,0.023968505859375
12372,0.02457275390625
12528,0.024774169921875
12681,0.024774169921875
12837,0.02457275390625
12993,0.0249755859375
13150,0.0233642578125
13306,0.02457275390625
13478,0.0281982421875
13634,0.024169921875
13794,0.024774169921875
13962,0.02457275390625
14119,0.02537841796875
14275,0.025579833984375
14428,0.02537841796875
14582,0.0249755859375
14738,0.025579833984375
14893,0.02537841796875
15047,0.02698974609375
15201,0.025177001953125
15357,0.02578125
15514,0.025579833984375
15670,0.02537841796875
15828,0.0249755859375
15983,0.02537841796875
16141,0.025579833984375
16295,0.025579833984375
16451,0.02537841796875
16609,0.025579833984375
16764,0.02537841796875
16918,0.0249755859375
17073,0.025982666015625
17227,0.02578125
17385,0.02578125
17542,0.025579833984375
17700,0.02578125
17857,0.025982666015625
18011,0.025982666015625
18167,0.025982666015625
18321,0.02537841796875
18477,0.025579833984375
18631,0.02537841796875
18786,0.02537841796875
18939,0.02578125
19094,0.025982666015625
19247,0.02578125
19401,0.02618408203125
19556,0.025982666015625
19712,0.025982666015625
19869,0.027191162109375
20023,0.02578125
20180,0.025579833984375
20336,0.025982666015625
20491,0.026385498046875
20648,0.026385498046875
20803,0.02578125
20960,0.02537841796875
21114,0.0265869140625
21270,0.025982666015625
21425,0.02860107421875
21580,0.025982666015625
21735,0.02618408203125
21890,0.02537841796875
22042,0.026385498046875
22197,0.0265869140625
22350,0.02618408203125
22504,0.025982666015625
22661,0.0265869140625
22814,0.0265869140625
22968,0.0265869140625
23124,0.026788330078125
23278,0.025982666015625
23431,0.025982666015625
23586,0.025982666015625
23741,0.02618408203125
23894,0.02618408203125
24053,0.026788330078125
24206,0.026788330078125
24360,0.02618408203125
24517,0.0265869140625
24671,0.025982666015625
24824,0.02618408203125
24978,0.026385498046875
25134,0.025579833984375
25289,0.026385498046875
25442,0.0265869140625
25596,0.02578125
25751,0.023565673828125
25905,0.02618408203125
26061,0.025982666015625
26215,0.029205322265625
26372,0.02698974609375
26526,0.02618408203125
26682,0.0265869140625
26837,0.0265869140625
26992,0.0265869140625
27146,0.025982666015625
27302,0.0265869140625
27455,0.026385498046875
27608,0.027191162109375
27761,0.0265869140625
27915,0.02578125
28070,0.025982666015625
28225,0.0265869140625
28380,0.026788330078125
28535,0.02618408203125
28689,0.02618408203125
28845,0.02618408203125
29000,0.027191162109375
29156,0.0265869140625
29309,0.026788330078125
29465,0.026385498046875
29620,0.026385498046875
29773,0.026385498046875
29927,0.0265869140625
30080,0.02698974609375
30236,0.0265869140625
30392,0.0265869140625
30547,0.02698974609375
30703,0.026788330078125
30855,0.026788330078125
31008,0.027191162109375
31163,0.026788330078125
31318,0.02698974609375
31471,0.026385498046875
31624,0.026788330078125
31778,0.02618408203125
31934,0.0265869140625
32088,0.02698974609375
32244,0.026788330078125
32397,0.0265869140625
32551,0.02618408203125
32704,0.026385498046875
32860,0.026788330078125
33014,0.027191162109375
33171,0.026385498046875
33322,0.02698974609375
33477,0.02698974609375
33632,0.026788330078125
33787,0.02900390625
33946,0.026788330078125
34101,0.026788330078125
34254,0.026788330078125
34411,0.02698974609375
34566,0.02698974609375
34721,0.0265869140625
34873,0.026788330078125
35029,0.026788330078125
35185,0.0265869140625
35353,0.02698974609375
35508,0.0265869140625
35665,0.027191162109375
35819,0.0265869140625
35973,0.026385498046875
36126,0.026788330078125
36281,0.026385498046875
36438,0.026788330078125
36589,0.026385498046875
36744,0.0265869140625
36902,0.025982666015625
37053,0.025982666015625
37207,0.026385498046875
37363,0.02618408203125
37519,0.02618408203125
37674,0.02618408203125
37827,0.026385498046875
37980,0.02618408203125
38135,0.026385498046875
38293,0.02698974609375
38447,0.0265869140625
38600,0.025982666015625
38753,0.0265869140625
38908,0.02578125
39063,0.0265869140625
39217,0.025982666015625
39372,0.026385498046875
39526,0.02698974609375
39680,0.026385498046875
39834,0.028802490234375
39989,0.026385498046875
40142,0.02900390625
40297,0.026385498046875
40458,0.02618408203125
40610,0.0265869140625
40762,0.026788330078125
40918,0.02578125
41070,0.025579833984375
41227,0.026385498046875
41381,0.02618408203125
41534,0.02578125
41689,0.025982666015625
41844,0.025982666015625
42000,0.02618408203125
42153,0.02618408203125
42308,0.026385498046875
42463,0.02618408203125
42617,0.026385498046875
42772,0.02618408203125
42925,0.026788330078125
43081,0.025982666015625
43236,0.025579833984375
43390,0.02578125
43543,0.026385498046875
43698,0.025982666015625
43852,0.02618408203125
44005,0.02578125
44159,0.02618408203125
44314,0.02618408203125
44470,0.02578125
44625,0.02618408203125
44779,0.02618408203125
44933,0.025982666015625
45091,0.025982666015625
45247,0.025982666015625
45399,0.02578125
45554,0.0265869140625
45709,0.025982666015625
45863,0.025982666015625
46017,0.025579833984375
46172,0.02618408203125
46326,0.025982666015625
46485,0.02537841796875
46638,0.02618408203125
46794,0.02578125
46949,0.02618408203125
47104,0.026385498046875
47259,0.02618408203125
47414,0.02537841796875
47569,0.02618408203125
47724,0.02618408203125
47880,0.026385498046875
48036,0.02537841796875
48190,0.026385498046875
48345,0.025982666015625
48500,0.02618408203125
48651,0.02578125
48806,0.025579833984375
48964,0.025982666015625
49116,0.026385498046875
49272,0.02578125
49425,0.025982666015625
49580,0.025982666015625
49734,0.025982666015625
49891,0.025982666015625
50046,0.025982666015625
50199,0.02618408203125
50356,0.025579833984375
50509,0.025982666015625
50665,0.025579833984375
50818,0.025579833984375
50972,0.02537841796875
51127,0.025982666015625
51284,0.025579833984375
51439,0.025982666015625
51593,0.025579833984375
51749,0.02578125
51908,0.02578125
52071,0.02578125
52226,0.02578125
52380,0.02618408203125
52533,0.025177001953125
52689,0.02537841796875
52843,0.025982666015625
52997,0.02537841796875
53157,0.02618408203125
53311,0.025982666015625
53467,0.02537841796875
53622,0.025982666015625
53777,0.026385498046875
53933,0.02578125
54086,0.025982666015625
54243,0.02578125
54396,0.02578125
54552,0.025982666015625
54707,0.02618408203125
54862,0.025982666015625
55016,0.025579833984375
55173,0.02578125
55328,0.025177001953125
