timems,voltage
50,0.00120849609375
205,0.0006042480468749999
359,0.001007080078125
513,0.0006042480468749999
667,0.001007080078125
820,0.00281982421875
976,0.0006042480468749999
1131,0.0008056640625
1286,0.0006042480468749999
1442,0.0008056640625
1598,0.001007080078125
1752,0.0008056640625
1906,0.0006042480468749999
2059,0.0008056640625
2212,0.0006042480468749999
2369,0.0006042480468749999
2522,0.00040283203125
2677,0.00040283203125
2832,0.00040283203125
2986,0.0006042480468749999
3140,0.0006042480468749999
3294,0.0006042480468749999
3450,0.0008056640625
3604,0.0006042480468749999
3760,0.0006042480468749999
3914,0.0006042480468749999
4069,0.0006042480468749999
4225,0.001007080078125
4380,0.0008056640625
4534,0.0008056640625
4688,0.0006042480468749999
4842,0.00281982421875
4996,0.001007080078125
5152,0.001007080078125
5305,0.0006042480468749999
5462,0.0008056640625
5618,0.0
5771,0.001007080078125
5926,0.0008056640625
6082,0.0008056640625
6233,0.0006042480468749999
6385,0.0008056640625
6543,0.0006042480468749999
6713,0.0008056640625
6868,0.001007080078125
7025,0.001007080078125
7179,0.00040283203125
7334,0.0006042480468749999
7491,0.0008056640625
7645,0.001007080078125
7799,0.00281982421875
7955,0.00040283203125
8106,0.001007080078125
8261,0.001007080078125
8418,0.0006042480468749999
8573,0.0008056640625
8723,0.0008056640625
8879,0.001007080078125
9032,0.0008056640625
9190,0.0008056640625
9345,0.0008056640625
9499,0.0008056640625
9651,0.0008056640625
9807,0.00120849609375
9959,0.001007080078125
10114,0.001007080078125
10269,0.00362548828125
10424,0.0006042480468749999
10579,0.00120849609375
10734,0.001007080078125
10887,0.00120849609375
11042,0.00120849609375
11198,0.00120849609375
11350,0.001007080078125
11505,0.00120849609375
11657,0.00120849609375
11811,0.0008056640625
11968,0.00120849609375
12122,0.00120849609375
12276,0.001007080078125
12432,0.001007080078125
12584,0.0008056640625
12740,0.0008056640625
12894,0.00120849609375
13048,0.0008056640625
13202,0.0024169921875
13355,0.001007080078125
13508,0.001007080078125
13663,0.00120849609375
13816,0.00120849609375
13969,0.00120849609375
14127,0.001007080078125
14281,0.001409912109375
14434,0.003424072265625
14593,0.00120849609375
14749,0.001007080078125
14901,0.001409912109375
15057,0.00120849609375
15212,0.001409912109375
15366,0.00120849609375
15522,0.00120849609375
15679,0.00120849609375
15831,0.001409912109375
15986,0.00120849609375
16144,0.001409912109375
16297,0.0008056640625
16450,0.001409912109375
16606,0.001409912109375
16760,0.001409912109375
16914,0.001409912109375
17067,0.00120849609375
17222,0.001007080078125
17378,0.001409912109375
17531,0.001409912109375
17688,0.00120849609375
17841,0.001812744140625
17996,0.001409912109375
18153,0.001611328125
