timems,voltage
45,0.0
223,0.0
403,0.0
587,0.0
768,0.0006042480468749999
951,0.00120849609375
1133,0.002215576171875
1317,0.00120849609375
1501,0.00120849609375
1684,0.00120849609375
1866,0.001409912109375
2049,0.001611328125
2232,0.001611328125
2413,0.003424072265625
2594,0.001409912109375
2776,0.001409912109375
2956,0.001611328125
3139,0.001611328125
3323,0.001611328125
3501,0.001611328125
3683,0.001812744140625
3868,0.001812744140625
4047,0.001611328125
4226,0.001409912109375
4408,0.00362548828125
4591,0.001812744140625
4774,0.00201416015625
4953,0.001812744140625
5133,0.001812744140625
5316,0.00201416015625
5495,0.00201416015625
5678,0.00201416015625
5863,0.00201416015625
6046,0.00201416015625
6228,0.002215576171875
6413,0.002215576171875
6598,0.002215576171875
6784,0.0024169921875
6968,0.002215576171875
7156,0.0024169921875
7338,0.002215576171875
7521,0.0024169921875
7708,0.0024169921875
7890,0.002618408203125
8085,0.00281982421875
8271,0.003021240234375
8458,0.00322265625
8643,0.003826904296875
8831,0.0040283203125
9017,0.003826904296875
9201,0.004229736328125
9389,0.004431152343749999
9576,0.004833984374999999
9763,0.004833984374999999
9951,0.004833984374999999
10136,0.005035400390625
10322,0.00523681640625
10509,0.005438232421875
10695,0.0056396484375
10883,0.005438232421875
11067,0.005438232421875
11251,0.005438232421875
11436,0.00523681640625
11625,0.005438232421875
11814,0.005438232421875
12009,0.005438232421875
12194,0.005438232421875
12380,0.005438232421875
12568,0.0056396484375
12753,0.00523681640625
12935,0.005438232421875
13125,0.0056396484375
13313,0.00523681640625
13497,0.005035400390625
13685,0.0056396484375
13868,0.005438232421875
14057,0.005438232421875
14244,0.00523681640625
14430,0.00523681640625
14620,0.00523681640625
14807,0.00523681640625
14993,0.0056396484375
15178,0.004833984374999999
15363,0.005035400390625
15548,0.005035400390625
15734,0.004833984374999999
15918,0.006848144531249999
16107,0.006848144531249999
16297,0.005035400390625
16483,0.004632568359374999
16667,0.00523681640625
16853,0.004833984374999999
17043,0.005035400390625
17230,0.005035400390625
17418,0.005035400390625
17605,0.004833984374999999
17787,0.005438232421875
17973,0.0056396484375
18181,0.005438232421875
18369,0.0056396484375
18555,0.0056396484375
18743,0.0056396484375
18928,0.0056396484375
19114,0.00604248046875
19293,0.006243896484375
19480,0.00604248046875
19663,0.00604248046875
19848,0.0064453125
20031,0.0064453125
20217,0.0064453125
20403,0.006243896484375
20590,0.00604248046875
20777,0.00604248046875
20963,0.0064453125
21151,0.00604248046875
21337,0.00604248046875
21522,0.00604248046875
21705,0.00604248046875
21898,0.005841064453124999
22091,0.005841064453124999
22279,0.00604248046875
22468,0.005841064453124999
22655,0.005841064453124999
22846,0.005841064453124999
23032,0.00604248046875
23219,0.005841064453124999
23407,0.007855224609374999
23593,0.005841064453124999
23779,0.00604248046875
23960,0.00604248046875
24146,0.005841064453124999
24336,0.005438232421875
24523,0.00604248046875
24709,0.0056396484375
24908,0.005438232421875
25094,0.005438232421875
25280,0.005438232421875
25465,0.005841064453124999
25653,0.00523681640625
25840,0.00523681640625
26027,0.00523681640625
26213,0.0056396484375
26403,0.005035400390625
26590,0.005438232421875
26779,0.005438232421875
26965,0.00523681640625
27153,0.00523681640625
27341,0.005438232421875
27526,0.00523681640625
27715,0.005035400390625
27900,0.005035400390625
28084,0.005035400390625
28273,0.00523681640625
28460,0.005035400390625
28647,0.005035400390625
28834,0.00523681640625
29022,0.00523681640625
29207,0.00523681640625
29393,0.005438232421875
29579,0.005035400390625
29764,0.005035400390625
29950,0.00523681640625
30139,0.005035400390625
30324,0.004833984374999999
30512,0.004833984374999999
30701,0.004632568359374999
30887,0.00523681640625
31073,0.004833984374999999
31258,0.004833984374999999
31447,0.004833984374999999
31633,0.004833984374999999
31818,0.004632568359374999
32004,0.004632568359374999
32188,0.004833984374999999
32377,0.004833984374999999
32565,0.004833984374999999
32752,0.004632568359374999
32942,0.004833984374999999
33129,0.004833984374999999
33314,0.004833984374999999
33503,0.005035400390625
33688,0.00523681640625
33872,0.004632568359374999
34059,0.00523681640625
34248,0.004833984374999999
34434,0.004632568359374999
34621,0.004833984374999999
34812,0.00523681640625
35002,0.005035400390625
35193,0.005035400390625
35381,0.004632568359374999
35567,0.005035400390625
35751,0.00523681640625
35935,0.004833984374999999
36125,0.004833984374999999
